Lease ID,Lease Interval ID,Scheduled Charge ID,Charge Code ID,Charge Code,Charge Type,Charge Start Date,Charge End Date,Charge Amount,Charge Frequency,timestamp,owner,xQuery - Related Lease,Related Code,Charge Usage,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
"13,382,933","16,920,170","41,100,036","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,949","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14180,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,382,933","16,920,170","41,102,359","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$750,Monthly,1669105271,gmh,"30,949","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14181,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,382,933","16,920,170","41,100,047","148,134",Garage Parking,other,08-01-2023,07-31-2024,$40,Monthly,1669105271,gmh,"30,949","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14182,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,204","16,921,668","41,103,085","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,250",Monthly,1669105271,gmh,"30,920","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14183,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,204","16,921,668","41,103,087","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,920","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14184,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,275","16,921,948","41,104,350","148,096",Uncovered Garage Parking,other,08-01-2023,07-31-2024,$30,Monthly,1669105271,gmh,,"148,096",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14185,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,275","16,921,948","41,104,339","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$815,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14186,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,275","16,921,948","41,104,349","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14187,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,281","16,921,962","41,163,840","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$840,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14188,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,281","16,921,962","41,104,385","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14189,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,421","16,922,447","41,167,471","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,150",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14190,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,421","16,922,447","41,106,202","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14191,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,435","16,922,591","41,107,415","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$825,Monthly,1669105271,gmh,"30,686","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14192,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,435","16,922,591","41,107,425","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,686","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14193,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,435","16,922,591","41,107,426","148,134",Garage Parking,other,08-01-2023,07-31-2024,$40,Monthly,1669105271,gmh,"30,686","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14194,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,465","16,922,787","41,108,923","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$640,Monthly,1669105271,gmh,"30,706","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14195,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,465","16,922,787","41,108,932","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,706","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14196,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,567","16,923,377","41,119,301","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$840,Monthly,1669105271,gmh,"31,053","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14197,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,567","16,923,377","41,112,003","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,053","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14198,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,655","16,923,733","41,115,150","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,070","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14199,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,655","16,923,733","41,117,521","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$830,Monthly,1669105271,gmh,"31,070","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14200,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,684","16,923,866","41,116,171","148,134",Garage Parking,other,08-01-2023,07-31-2024,$40,Monthly,1669105271,gmh,"30,710","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14201,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,684","16,923,866","41,116,160","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$570,Monthly,1669105271,gmh,"30,710","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14202,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,684","16,923,866","41,116,170","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,710","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14203,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,711","16,923,986","41,116,687","149,017",Deferred Rent - June 2024,Security Deposit,09-01-2023,07-31-2024,$530,One-Time,1669105271,gmh,"31,574","149,017",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14204,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,711","16,923,986","41,116,688","149,015",Deferred Rent - July 2024,Security Deposit,09-01-2023,07-31-2024,$530,One-Time,1669105271,gmh,"31,574","149,015",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14205,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,711","16,923,986","41,116,676","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,100",Monthly,1669105271,gmh,"31,574","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14206,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,383,711","16,923,986","41,116,686","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,574","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14207,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,123","16,926,045","41,123,735","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14208,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,123","16,926,045","41,123,882","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,265",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14209,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,145","16,926,213","41,124,302","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14210,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,145","16,926,213","41,124,312","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$815,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14211,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,168","16,926,263","41,124,509","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$840,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14212,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,168","16,926,263","41,124,495","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14213,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,174","16,926,329","41,124,695","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14214,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,174","16,926,329","41,124,725","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$840,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14215,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,211","16,926,489","41,125,983","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$815,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14216,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,211","16,926,489","41,125,993","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14217,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,218","16,926,557","41,126,193","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,250",Monthly,1669105271,gmh,"31,041","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14218,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,218","16,926,557","41,126,203","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,041","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14219,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,218","16,926,557","41,126,204","148,134",Garage Parking,other,08-01-2023,07-31-2024,$40,Monthly,1669105271,gmh,"31,041","148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14220,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,534","16,928,935","41,133,591","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,504","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14221,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,534","16,928,935","41,167,357","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$850,Monthly,1669105271,gmh,"31,504","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14222,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,539","16,928,985","41,133,714","148,134",Garage Parking,other,08-01-2023,07-31-2024,$40,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14223,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,539","16,928,985","41,133,703","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$570,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14224,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,539","16,928,985","41,133,713","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14225,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,547","16,929,051","41,133,992","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,265",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14226,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,547","16,929,051","41,134,002","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14227,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,616","16,929,813","41,135,438","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14228,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,616","16,929,813","41,149,407","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,150",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14229,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,641","16,930,025","41,135,722","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,340",Monthly,1669105271,gmh,"30,918","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14230,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,641","16,930,025","41,135,717","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"30,918","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14231,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,773","16,931,468","41,139,901","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14232,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,384,773","16,931,468","41,139,891","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$840,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14233,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,046","16,933,903","41,148,162","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14234,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,046","16,933,903","41,165,756","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,325",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14235,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,065","16,934,156","41,148,837","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14236,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,065","16,934,156","41,148,827","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,150",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14237,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,143","16,934,852","41,170,760","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,150",Monthly,1669105271,gmh,"31,573","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14238,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,385,143","16,934,852","41,150,988","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,573","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14239,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,387,618","16,949,248","41,201,714","149,015",Deferred Rent - July 2024,Security Deposit,09-01-2023,07-31-2024,$265,One-Time,1669105271,gmh,"31,061","149,015",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14240,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,387,618","16,949,248","41,201,713","149,017",Deferred Rent - June 2024,Security Deposit,09-01-2023,07-31-2024,$265,One-Time,1669105271,gmh,"31,061","149,017",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14241,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,387,618","16,949,248","41,201,702","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$865,Monthly,1669105271,gmh,"31,061","147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14242,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,387,618","16,949,248","41,201,712","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,"31,061","148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14243,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,927,529","16,916,112","41,075,958","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,575",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14244,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,927,529","16,916,112","41,075,959","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14245,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,927,529","16,916,112","41,075,960","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14246,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,930,727","16,904,590","41,010,684","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14247,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,930,727","16,904,590","41,010,682","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$805,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14248,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,930,727","16,904,590","41,010,683","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14249,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,939,246","16,913,093","41,060,233","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14250,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,939,246","16,913,093","41,060,232","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,560",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14251,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"12,939,246","16,913,093","41,060,234","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14252,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,014,244","16,897,326","40,977,582","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$2,100",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14253,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,014,244","16,897,326","40,977,583","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14254,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,014,244","16,897,326","40,977,584","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14255,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,019,102","16,914,969","41,072,249","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,625",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14256,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,019,102","16,914,969","41,072,250","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14257,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,019,102","16,914,969","41,072,251","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14258,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,019,166","16,913,105","41,060,262","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14259,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,019,166","16,913,105","41,060,261","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,115",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14260,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,027,204","16,897,832","40,978,927","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,"$1,535",Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14261,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,027,204","16,897,832","40,978,928","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14262,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,027,204","16,897,832","40,978,929","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14263,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,144","16,897,798","40,978,841","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14264,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,144","16,897,798","40,978,842","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14265,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,144","16,897,798","40,978,840","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$795,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14266,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,666","16,909,859","41,048,317","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14267,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,666","16,909,859","41,048,316","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14268,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,085,666","16,909,859","41,048,315","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$830,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14269,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,175","16,907,826","41,036,994","148,134",Garage Parking,other,08-01-2023,07-31-2024,$75,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14270,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,175","16,907,826","41,036,992","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$810,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14271,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,175","16,907,826","41,036,993","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14272,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,177","16,907,192","41,033,766","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$835,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14273,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,177","16,907,192","41,033,767","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14274,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,177","16,907,192","41,033,768","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14275,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,183","16,898,053","40,979,730","147,881",Base Rent,Base Rent,08-01-2023,07-31-2024,$745,Monthly,1669105271,gmh,,"147,881",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14276,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,183","16,898,053","40,979,731","148,902",GMH Communities Covered,other,08-01-2023,07-31-2024,$16,Monthly,1669105271,gmh,,"148,902",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14277,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
"13,087,183","16,898,053","40,979,732","148,134",Garage Parking,other,08-01-2023,07-31-2024,$25,Monthly,1669105271,gmh,,"148,134",,11-22-2022 06:18 PM,11-22-2022 06:18 PM,14278,JT Bailey <62477437.bhmt>,JT Bailey <62477437.bhmt>
